Producer Manufacturing,Trucks/Construction/Farm Machinery,600499,科达制造,23.85,22.08,23.28,23.22,25.99,22.17,22.09,20.48,20.43,16.85,16.77,19.73,12.11,7.00,11.03,5.33,True,False,3.79
Electronic Technology,Electronic Production Equipment,300835,龙磁科技,71.35,71.66,74.91,75.28,83.26,70.64,70.12,59.65,59.43,53.62,53.52,13.47,11.76,10.82,11.91,-116.06,True,False,-3.35
Producer Manufacturing,Miscellaneous Manufacturing,002976,瑞玛工业,21.57,21.40,22.51,22.61,24.99,21.34,21.29,21.07,21.05,20.45,20.44,13.96,10.07,8.00,11.01,-135.82,True,False,-3.63
Producer Manufacturing,Electrical Products,601311,骆驼股份,15.57,15.51,16.24,16.31,18.26,15.30,15.24,14.35,14.34,13.05,13.03,13.95,11.58,8.04,18.16,-124.99,True,False,-4.02
Electronic Technology,Aerospace & Defense,600990,四创电子,53.25,53.63,54.94,55.12,60.28,53.07,52.92,46.27,46.11,43.94,43.90,10.65,9.27,8.81,9.53,-119.37,True,False,-4.16
Technology Services,Packaged Software,300857,协创数据,28.61,28.25,30.27,30.44,37.06,28.13,28.05,27.21,27.20,26.98,26.97,9.49,6.31,4.76,7.25,-86.81,True,False,-5.10
Process Industries,Chemicals: Specialty,603867,新化股份,34.60,34.52,35.49,35.59,39.20,34.01,33.94,32.64,32.60,28.91,28.86,8.04,6.79,5.43,8.18,-106.59,True,False,-5.15
Transportation,Other Transportation,300240,飞力达,8.11,8.03,8.34,8.37,9.33,7.81,7.79,7.60,7.58,6.66,6.65,11.53,8.67,7.01,8.53,-101.72,True,False,-5.21
Producer Manufacturing,Industrial Machinery,002026,山东威达,18.20,17.75,18.95,19.03,22.17,17.89,17.81,16.09,16.03,14.20,14.17,8.91,8.81,8.08,9.87,-85.85,True,False,-5.28
Industrial Services,Engineering & Construction,600039,四川路桥,11.38,11.29,11.71,11.74,13.14,11.34,11.29,9.34,9.30,7.93,7.90,8.22,5.33,3.59,6.74,-117.37,True,False,-5.37
Process Industries,Industrial Specialties,603928,兴业股份,12.25,12.26,12.66,12.70,14.58,12.06,12.03,11.55,11.53,11.28,11.27,14.78,12.64,11.55,12.36,-92.63,True,False,-5.70
Producer Manufacturing,Trucks/Construction/Farm Machinery,600841,上柴股份,11.66,11.59,12.04,12.08,13.82,11.62,11.61,11.35,11.33,10.34,10.33,11.99,11.71,12.15,12.20,-86.48,True,False,-5.76
Process Industries,Chemicals: Specialty,600366,宁波韵升,12.61,12.43,13.11,13.16,15.51,12.51,12.48,12.05,12.03,9.50,9.47,15.53,12.33,10.53,12.42,-83.01,True,False,-5.82
Electronic Technology,Semiconductors,688689,银河微电,43.13,41.99,44.73,44.90,52.48,42.86,42.62,38.49,38.45,34.00,33.91,9.94,8.33,6.61,8.32,-71.05,True,False,-5.85
Producer Manufacturing,Metal Fabrication,002056,横店东磁,18.89,18.19,19.31,19.36,21.89,17.37,17.26,16.15,16.11,15.03,15.01,7.85,6.23,4.47,7.55,-80.62,True,False,-7.10
Process Industries,Industrial Specialties,688157,松井股份,109.98,107.91,111.31,111.45,119.71,103.23,102.72,101.80,101.83,100.70,100.59,14.18,12.10,7.89,15.52,-92.48,True,False,-7.30
Process Industries,Textiles,002206,海 利 得,8.56,8.30,8.83,8.86,10.59,8.42,8.41,8.35,8.32,7.15,7.14,16.53,14.08,13.03,14.20,-72.10,True,False,-7.42
Electronic Technology,Electronic Components,002860,星帅尔,24.42,23.52,24.70,24.73,26.55,23.08,22.96,20.88,20.83,18.70,18.66,13.88,9.69,5.50,13.34,-71.75,True,False,-7.71
Industrial Services,Engineering & Construction,603359,东珠生态,14.05,13.98,14.34,14.37,16.27,13.91,13.86,12.19,12.15,12.07,12.07,14.49,10.94,10.03,10.14,-80.82,True,False,-7.77
Non-Energy Minerals,Other Metals/Minerals,002738,中矿资源,63.65,59.54,64.83,64.95,77.87,62.73,62.65,60.87,60.80,49.37,49.18,12.83,8.60,4.79,8.48,-58.06,True,False,-12.09
Producer Manufacturing,Industrial Machinery,603617,君禾股份,12.80,12.40,12.87,12.87,13.94,12.02,11.96,11.19,11.16,10.79,10.78,15.05,9.45,4.90,8.39,-82.52,True,False,-17.28
Industrial Services,Environmental Services,000546,金圆股份,12.98,11.80,13.12,13.13,15.81,12.73,12.71,10.42,10.36,8.71,8.68,16.69,13.40,7.77,13.71,-51.20,True,False,-20.46
Process Industries,Chemicals: Specialty,688089,嘉必优,57.75,54.20,57.88,57.90,68.88,53.93,53.65,53.78,53.70,48.25,48.15,14.87,9.12,5.47,6.91,-54.78,True,False,-83.42
