Producer Manufacturing,Industrial Machinery,300400,劲拓股份,28.85,28.24,28.72,28.71,33.04,24.69,24.43,22.60,22.46,17.74,17.67,16.46,12.77,8.88,16.96,-74.37,True,False,32.39
Producer Manufacturing,Trucks/Construction/Farm Machinery,600218,全柴动力,14.38,13.79,14.06,14.03,17.96,11.30,11.19,10.14,10.09,9.70,9.68,16.86,14.37,12.27,16.74,-34.19,True,False,11.25
Consumer Durables,Motor Vehicles,300681,英搏尔,66.34,65.93,75.47,76.43,100.76,62.07,61.44,47.12,46.77,40.54,40.42,4.26,3.80,2.88,5.27,-120.90,True,False,-3.77
Electronic Technology,Semiconductors,300223,北京君正,143.77,139.48,148.75,149.28,166.03,141.75,140.82,109.70,108.95,93.26,92.93,14.27,13.27,12.56,15.72,-89.78,True,False,-4.47
Producer Manufacturing,Electrical Products,002518,科士达,29.45,28.86,32.23,32.53,41.94,26.99,26.68,19.94,19.77,16.34,16.26,8.37,6.38,4.78,7.99,-115.05,True,False,-4.49
Technology Services,Packaged Software,300682,朗新科技,19.03,19.05,19.33,19.36,20.44,18.63,18.59,17.82,17.79,16.26,16.24,19.71,19.04,15.89,19.99,-79.07,True,False,-4.74
Consumer Durables,Electronics/Appliances,002906,华阳集团,38.88,37.49,40.31,40.46,46.13,38.30,38.15,33.71,33.60,31.29,31.22,15.46,14.44,10.97,19.70,-101.01,True,False,-5.08
Consumer Non-Durables,Apparel/Footwear,002687,乔治白,8.19,7.89,8.85,8.92,11.56,7.91,7.86,6.79,6.76,6.31,6.30,5.26,4.04,2.98,6.55,-94.92,True,False,-5.10
Electronic Technology,Semiconductors,300661,圣邦股份,313.60,304.20,324.37,325.50,369.77,301.53,299.76,240.29,238.80,210.91,210.37,11.21,9.98,7.98,13.73,-85.00,True,False,-5.22
Electronic Technology,Electronic Production Equipment,300693,盛弘股份,39.20,38.95,42.89,43.28,58.82,34.43,34.01,26.41,26.19,22.26,22.16,6.82,4.70,3.06,3.91,-108.03,True,False,-5.31
Producer Manufacturing,Auto Parts: OEM,603305,旭升股份,37.45,36.11,38.03,38.09,41.04,36.60,36.54,34.33,34.26,33.94,33.95,15.96,10.98,6.35,12.21,-82.78,True,False,-6.18
Process Industries,Industrial Specialties,300082,奥克股份,16.64,15.41,17.13,17.18,19.88,15.80,15.70,13.21,13.14,12.22,12.19,14.80,13.45,10.88,15.11,-78.15,True,False,-6.64
Technology Services,Packaged Software,300571,平治信息,41.54,40.78,41.91,41.95,45.37,39.70,39.59,36.62,36.52,36.08,36.09,16.33,14.50,12.98,17.42,-68.09,True,False,-10.44
