Process Industries,Chemicals: Specialty,603181,皇马科技,17.82,17.18,17.25,17.19,18.71,16.41,16.36,15.02,14.97,13.55,13.52,19.92,12.07,8.72,12.37,44.55,True,False,1.56
Industrial Services,Engineering & Construction,300517,海波重科,13.37,13.45,13.62,13.65,14.24,13.27,13.23,13.22,13.22,12.56,12.54,12.96,10.40,7.69,12.46,-128.50,True,False,-3.49
Process Industries,Industrial Specialties,603010,万盛股份,25.88,26.15,26.85,26.96,29.80,25.77,25.68,23.71,23.65,22.15,22.13,8.91,7.77,7.43,10.36,-117.44,True,False,-4.02
Producer Manufacturing,Electrical Products,300833,浩洋股份,82.81,82.60,85.11,85.35,92.74,81.62,81.16,70.80,70.56,59.93,59.74,12.96,11.57,12.03,15.03,-100.55,True,False,-4.32
Producer Manufacturing,Industrial Machinery,002026,山东威达,18.38,18.26,19.35,19.45,22.80,17.66,17.57,15.91,15.85,14.10,14.06,12.08,9.75,8.31,11.20,-128.88,True,False,-4.58
Producer Manufacturing,Industrial Machinery,603519,立霸股份,14.48,14.40,14.85,14.88,16.20,14.47,14.46,13.99,14.00,13.83,13.82,17.35,14.57,10.58,18.23,-88.31,True,False,-4.70
Electronic Technology,Semiconductors,300672,国科微,182.44,175.00,186.31,186.72,203.46,182.15,180.74,159.40,159.17,118.27,117.59,17.11,11.09,7.42,10.86,-34.49,True,False,-5.43
Industrial Services,Engineering & Construction,603359,东珠生态,14.10,14.23,14.48,14.52,16.27,13.75,13.69,12.06,12.01,12.06,12.05,12.10,10.08,11.11,11.43,-86.53,True,False,-5.72
Electronic Technology,Electronic Components,603267,鸿远电子,171.95,167.31,172.74,172.82,184.78,166.08,165.71,158.85,158.60,141.59,141.35,18.46,17.29,13.46,21.45,-76.62,True,False,-16.24
Producer Manufacturing,Industrial Machinery,603331,百达精工,13.17,13.06,13.24,13.24,15.75,12.16,12.11,11.86,11.83,10.86,10.84,8.24,6.25,5.14,6.53,-57.38,True,False,-39.58
Process Industries,Chemicals: Major Diversified,688669,聚石化学,38.10,36.75,38.25,38.27,44.31,36.45,36.39,35.67,35.63,35.55,35.56,10.06,6.20,3.75,6.86,-28.29,True,False,-40.68
