Non-Energy Minerals,Construction Materials,600256,广汇能源,6.81,6.58,7.49,7.56,9.47,6.37,6.31,4.89,4.85,3.89,3.87,9.34,7.23,6.92,9.95,-141.23,True,False,-3.90
Consumer Durables,Tools & Hardware,300483,首华燃气,21.98,21.20,24.46,24.72,31.97,21.46,21.29,17.99,17.93,17.95,17.95,9.16,7.22,6.53,9.29,-129.86,True,False,-4.03
Finance,Investment Banks/Brokers,600061,国投资本,8.78,8.79,8.98,9.00,9.63,8.73,8.70,8.61,8.61,8.55,8.56,19.85,18.33,16.37,18.94,-94.92,True,False,-4.28
Producer Manufacturing,Electrical Products,603861,白云电器,10.23,10.32,10.90,10.97,13.23,10.03,10.00,9.13,9.10,8.48,8.47,10.26,9.58,9.95,14.67,-102.64,True,False,-4.49
Producer Manufacturing,Building Products,002774,快意电梯,9.31,9.33,9.59,9.62,10.65,8.84,8.79,7.64,7.61,6.89,6.87,17.33,14.66,14.72,15.67,-102.65,True,False,-4.72
Process Industries,Chemicals: Specialty,002408,齐翔腾达,10.76,10.75,11.49,11.56,14.22,10.38,10.34,9.41,9.38,8.02,7.99,9.07,8.57,7.52,9.12,-103.37,True,False,-4.75
Health Technology,Pharmaceuticals: Generic,300497,富祥药业,18.55,19.17,19.64,19.75,23.78,16.33,16.17,14.34,14.27,13.58,13.56,19.10,18.38,16.66,20.99,-102.00,True,False,-4.81
Process Industries,Chemicals: Specialty,002010,传化智联,8.35,8.31,8.67,8.70,9.92,8.33,8.30,8.02,8.00,7.05,7.04,10.57,9.18,7.97,10.31,-91.06,True,False,-4.95
Industrial Services,Engineering & Construction,605178,时空科技,39.78,39.71,40.56,40.64,43.83,39.71,39.65,38.17,38.10,36.21,36.21,18.85,14.96,12.49,16.90,-80.09,True,False,-5.19
Process Industries,Chemicals: Specialty,002886,沃特股份,19.82,19.68,20.94,21.06,26.05,19.70,19.60,17.23,17.16,15.79,15.76,8.02,6.96,5.44,8.34,-77.58,True,False,-5.56
Producer Manufacturing,Electrical Products,603050,科林电气,16.65,16.63,17.11,17.16,19.33,16.58,16.52,14.93,14.89,13.57,13.55,18.72,15.48,12.32,21.76,-74.60,True,False,-5.83
Energy Minerals,Coal,600997,开滦股份,9.29,9.00,9.67,9.71,12.06,9.24,9.20,8.38,8.36,7.60,7.58,12.92,12.60,10.86,13.25,-70.27,True,False,-7.29
Process Industries,Chemicals: Specialty,300769,德方纳米,440.15,433.90,453.40,454.79,553.14,390.39,385.90,298.23,295.47,217.65,216.31,16.79,15.39,13.01,17.75,-70.64,True,False,-8.53
Producer Manufacturing,Electrical Products,002606,大连电瓷,9.51,9.52,9.83,9.87,12.69,8.57,8.51,7.86,7.84,7.50,7.49,11.70,8.76,8.18,11.84,-59.62,True,False,-9.82
Technology Services,Information Technology Services,002268,卫 士 通,40.50,38.03,41.04,41.10,46.81,38.77,38.52,29.88,29.64,23.55,23.44,18.89,14.97,9.71,15.30,-49.04,True,False,-11.67
Energy Minerals,Coal,600123,兰花科创,11.48,10.71,11.67,11.69,13.89,10.66,10.60,9.37,9.32,7.43,7.39,15.66,12.45,9.80,10.74,-64.58,True,False,-12.85
Process Industries,Pulp & Paper,600163,中闽能源,8.00,7.68,8.14,8.15,9.95,6.88,6.82,5.90,5.87,5.18,5.16,14.48,12.88,11.13,17.38,-55.37,True,False,-14.40
Producer Manufacturing,Electrical Products,603109,神驰机电,26.50,26.60,26.85,26.88,31.67,24.81,24.73,24.00,23.95,22.87,22.87,18.12,17.90,16.93,21.08,-27.97,True,False,-14.89
Electronic Technology,Electronic Production Equipment,300474,景嘉微,115.95,107.50,116.88,116.98,137.34,110.08,109.53,99.32,98.91,86.75,86.50,14.47,8.38,5.65,7.28,-56.16,True,False,-23.05
