Producer Manufacturing,Trucks/Construction/Farm Machinery,600006,东风汽车,8.67,8.49,8.65,8.65,9.48,8.12,8.10,7.50,7.47,7.31,7.30,17.69,15.70,14.71,15.87,-42.85,True,False,44.96
Producer Manufacturing,Industrial Machinery,688022,瀚川智能,39.88,36.52,39.01,38.92,42.66,38.94,38.84,34.12,34.00,32.39,32.37,18.69,13.08,7.29,17.12,42.42,True,False,3.21
Technology Services,Packaged Software,300036,超图软件,27.94,25.75,26.94,26.83,29.74,25.80,25.72,21.58,21.47,20.00,19.97,18.77,12.91,5.77,15.96,46.22,True,False,1.80
Non-Energy Minerals,Other Metals/Minerals,601168,西部矿业,14.49,14.30,14.97,15.03,16.29,14.01,13.99,13.83,13.81,13.69,13.66,16.61,16.34,14.98,20.33,-114.86,True,False,-3.71
Industrial Services,Engineering & Construction,300500,启迪设计,21.58,20.60,22.88,23.01,27.18,21.29,21.10,16.62,16.53,14.89,14.86,5.64,4.67,2.28,6.89,-90.77,True,False,-4.32
Electronic Technology,Electronic Equipment/Instruments,000551,创元科技,10.81,10.60,11.15,11.18,12.85,10.18,10.13,9.31,9.30,8.85,8.84,13.08,12.09,9.36,17.20,-56.54,True,False,-6.05
Process Industries,Industrial Specialties,603906,龙蟠科技,40.37,38.48,41.16,41.24,46.29,38.41,38.25,31.06,30.88,25.72,25.59,19.19,16.30,14.04,18.79,-45.06,True,False,-7.53
Technology Services,Packaged Software,300369,绿盟科技,20.30,19.53,20.81,20.87,24.42,19.27,19.21,18.05,18.03,16.72,16.71,10.09,9.10,8.24,9.36,-75.07,True,False,-8.04
Producer Manufacturing,Industrial Machinery,002645,华宏科技,18.71,18.19,19.02,19.06,21.57,17.85,17.77,16.03,15.96,13.04,12.99,15.57,11.31,10.58,13.56,-53.69,True,False,-9.10
Electronic Technology,Electronic Production Equipment,603738,泰晶科技,43.90,41.50,44.48,44.55,49.95,42.41,42.09,33.18,32.96,27.10,26.98,14.72,10.21,8.43,10.04,-42.07,True,False,-10.36
Producer Manufacturing,Electrical Products,300833,浩洋股份,57.80,55.78,58.44,58.51,64.84,55.03,54.90,51.70,51.57,49.68,49.66,13.22,7.03,5.21,6.07,-68.33,True,False,-11.03
Producer Manufacturing,Industrial Machinery,300812,易天股份,26.35,25.35,26.68,26.72,31.34,25.65,25.58,23.50,23.45,23.24,23.26,12.72,8.51,7.23,8.41,-55.16,True,False,-15.12
Electronic Technology,Electronic Equipment/Instruments,300507,苏奥传感,9.50,9.10,9.53,9.54,10.71,9.33,9.31,8.52,8.49,8.51,8.51,13.49,12.58,8.44,18.45,-18.90,True,False,-36.21
Producer Manufacturing,Electrical Products,300660,江苏雷利,32.18,30.90,32.40,32.42,41.09,26.80,26.55,23.08,22.94,21.13,21.08,7.65,4.59,3.78,7.25,-68.88,True,False,-41.20
