Process Industries,Chemicals: Major Diversified,600426,华鲁恒升,34.94,34.90,34.54,34.50,37.39,30.53,30.35,27.62,27.47,22.57,22.49,18.56,18.05,16.31,20.31,-63.47,True,False,6.20
Process Industries,Industrial Specialties,601636,旗滨集团,12.03,11.54,11.63,11.59,13.48,10.17,10.09,9.30,9.25,7.39,7.36,17.58,12.15,9.96,10.14,-17.67,True,False,3.64
Electronic Technology,Electronic Components,002782,可立克,14.37,14.22,14.85,14.91,16.73,14.21,14.18,14.07,14.07,12.62,12.59,13.06,10.98,9.21,10.01,-70.82,True,False,-4.87
Producer Manufacturing,Industrial Machinery,002896,中大力德,32.55,32.50,33.17,33.24,35.83,32.18,32.19,30.74,30.67,26.38,26.33,17.60,16.91,15.96,16.49,-79.20,True,False,-5.26
Non-Energy Minerals,Aluminum,601677,明泰铝业,13.29,13.23,13.57,13.60,14.87,13.13,13.08,11.95,11.92,10.93,10.92,14.22,12.68,11.70,13.26,-68.03,True,False,-5.60
Process Industries,Textiles,002088,鲁阳节能,12.21,12.26,12.56,12.60,14.46,11.71,11.67,10.88,10.86,10.22,10.21,9.87,6.66,6.02,6.64,-100.20,True,False,-6.35
Process Industries,Textiles,000703,恒逸石化,12.93,13.02,12.97,12.97,14.28,12.24,12.22,11.62,11.59,10.56,10.55,15.89,13.76,12.70,13.71,-55.22,True,False,-34.21
Electronic Technology,Electronic Equipment/Instruments,002008,大族激光,40.27,39.48,40.34,40.35,43.65,38.48,38.39,38.40,38.40,35.80,35.80,18.53,16.20,13.51,15.09,-43.80,True,False,-47.84
Process Industries,Chemicals: Agricultural,000902,新洋丰,13.91,13.85,13.88,13.88,14.93,13.07,13.03,12.42,12.38,10.39,10.36,19.88,18.31,17.75,20.70,-62.33,True,False,39.58
Process Industries,Industrial Specialties,601636,旗滨集团,11.86,11.54,11.61,11.59,13.48,10.17,10.09,9.30,9.25,7.39,7.36,15.16,11.35,9.96,10.14,-36.45,True,False,6.61
Process Industries,Chemicals: Specialty,600141,兴发集团,11.97,11.97,12.37,12.42,13.84,11.76,11.73,11.25,11.23,10.44,10.44,6.47,5.91,5.29,6.41,-106.79,True,False,-4.63
