Producer Manufacturing,Trucks/Construction/Farm Machinery,000887,中鼎股份,20.84,19.90,20.66,20.64,23.28,18.80,18.67,17.29,17.23,14.31,14.25,15.70,12.33,6.69,14.76,-42.14,True,False,13.68
Distribution Services,Wholesale Distributors,300893,松原股份,37.30,34.79,36.52,36.44,40.40,31.58,31.27,26.63,26.47,24.71,24.64,16.24,14.93,11.86,17.61,-35.55,True,False,4.00
Electronic Technology,Telecommunications Equipment,300638,广和通,52.59,51.23,54.33,54.52,59.84,52.31,52.12,50.71,50.77,43.51,43.42,7.50,6.40,2.96,10.03,-129.13,True,False,-4.16
Producer Manufacturing,Auto Parts: OEM,002126,银轮股份,12.53,12.06,12.90,12.93,14.18,12.41,12.36,11.81,11.82,11.14,11.13,9.81,7.67,5.10,10.53,-93.27,True,False,-4.51
Electronic Technology,Computer Processing Hardware,002881,美格智能,44.92,43.80,46.80,47.00,53.94,43.98,43.72,36.98,36.83,29.86,29.73,6.62,5.69,3.04,7.00,-95.52,True,False,-4.79
Electronic Technology,Semiconductors,688689,银河微电,43.23,42.52,45.99,46.28,56.58,41.70,41.44,38.34,38.32,33.57,33.48,3.74,3.12,2.79,3.57,-99.07,True,False,-4.84
Producer Manufacturing,Industrial Machinery,300619,金银河,79.64,77.86,87.01,87.79,118.65,78.91,78.40,61.80,61.27,41.51,41.20,2.65,2.08,1.74,1.94,-94.73,True,False,-5.29
Producer Manufacturing,Auto Parts: OEM,600742,一汽富维,12.90,12.76,13.53,13.60,16.31,12.62,12.55,10.95,10.91,10.38,10.36,4.91,3.97,3.37,5.33,-90.20,True,False,-5.41
Producer Manufacturing,Industrial Machinery,603960,克来机电,36.45,35.80,37.87,38.02,44.21,36.22,36.14,33.80,33.76,31.81,31.79,5.82,5.38,4.52,6.17,-87.45,True,False,-5.46
Producer Manufacturing,Metal Fabrication,603917,合力科技,21.51,21.19,22.52,22.62,27.54,18.48,18.28,14.19,14.08,11.88,11.82,6.50,5.56,4.10,7.46,-94.69,True,False,-5.99
Producer Manufacturing,Industrial Machinery,200771,杭汽轮Ｂ,16.46,16.15,16.61,16.63,17.38,16.14,16.10,15.68,15.65,13.95,13.93,19.25,15.57,12.04,18.09,-99.06,True,False,-6.08
Electronic Technology,Electronic Components,002484,江海股份,24.98,24.19,25.38,25.42,27.83,24.25,24.11,21.62,21.56,17.95,17.90,15.67,14.95,13.25,15.95,-74.63,True,False,-7.10
Process Industries,Chemicals: Specialty,600366,宁波韵升,13.04,12.74,13.45,13.49,16.26,12.33,12.28,11.87,11.82,9.37,9.34,8.98,7.83,5.77,8.14,-88.93,True,False,-7.83
Electronic Technology,Electronic Components,300790,宇瞳光学,43.25,41.90,44.42,44.55,52.71,42.17,41.99,41.54,41.58,34.77,34.64,8.31,5.24,2.50,5.67,-77.02,True,False,-8.06
Producer Manufacturing,Auto Parts: OEM,603358,华达科技,21.09,19.79,21.51,21.55,24.47,21.01,20.93,19.01,18.97,17.72,17.68,12.37,8.43,6.09,7.27,-76.51,True,False,-8.12
Process Industries,Industrial Specialties,002328,新朋股份,6.02,5.87,6.14,6.15,7.01,5.95,5.92,5.71,5.70,5.20,5.19,9.07,9.05,7.92,9.26,-68.76,True,False,-8.24
Producer Manufacturing,Industrial Machinery,603095,越剑智能,24.85,24.38,25.07,25.09,26.78,24.65,24.61,24.00,23.98,23.59,23.58,9.67,9.13,8.81,9.15,-50.77,True,False,-8.73
Electronic Technology,Semiconductors,300373,扬杰科技,66.50,62.10,67.94,68.09,79.15,60.59,60.22,55.09,54.96,50.44,50.31,9.17,5.10,3.15,4.17,-119.08,True,False,-8.80
Finance,Investment Banks/Brokers,601198,东兴证券,11.84,11.64,11.90,11.91,12.42,11.76,11.75,11.47,11.46,11.21,11.21,19.77,19.40,17.51,17.69,-60.89,True,False,-9.32
Electronic Technology,Electronic Components,002815,崇达技术,15.60,14.99,15.72,15.74,16.83,15.11,15.04,14.06,14.03,13.11,13.10,16.22,15.04,10.21,16.54,-60.69,True,False,-9.93
Consumer Durables,Motor Vehicles,300681,英搏尔,98.90,93.93,102.06,102.39,130.40,95.99,95.42,85.98,85.49,59.50,59.15,8.77,5.23,2.96,4.02,-59.01,True,False,-9.97
Retail Trade,Department Stores,600682,南京新百,11.36,11.13,11.59,11.62,13.80,11.20,11.17,10.48,10.46,10.33,10.33,7.79,3.32,1.02,1.48,-58.22,True,False,-10.49
Producer Manufacturing,Metal Fabrication,300748,金力永磁,45.86,45.42,46.31,46.35,51.81,42.55,42.29,39.59,39.52,33.14,33.03,16.38,13.61,12.79,13.49,-100.91,True,False,-13.37
Electronic Technology,Electronic Equipment/Instruments,300371,汇中股份,14.96,14.51,14.99,15.00,16.67,14.33,14.29,14.01,13.98,13.35,13.34,14.26,14.17,11.70,17.21,-38.22,True,False,-49.74
