Non-Energy Minerals,Precious Metals,002155,湖南黄金,17.05,16.37,17.03,17.02,18.45,15.80,15.71,14.91,14.88,13.36,13.32,14.53,12.42,7.42,14.61,-63.51,True,False,60.95
Consumer Non-Durables,Food: Meat/Fish/Dairy,002946,新乳业,16.19,16.42,16.06,16.05,17.17,14.54,14.48,13.19,13.14,12.32,12.30,19.46,18.07,17.45,20.55,-58.42,True,False,7.68
Consumer Non-Durables,Apparel/Footwear,300840,酷特智能,9.77,9.79,10.01,10.04,10.50,9.71,9.69,9.49,9.48,9.43,9.43,15.38,13.76,13.56,14.00,-149.66,True,False,-2.98
Health Technology,Biotechnology,688687,凯因科技,26.36,27.53,27.63,27.77,30.20,26.19,26.05,23.21,23.11,20.08,20.03,19.49,18.24,18.37,21.04,-158.18,True,False,-3.01
Non-Energy Minerals,Steel,603878,武进不锈,12.91,12.71,13.15,13.18,13.78,12.76,12.71,11.97,11.93,9.67,9.64,15.89,14.17,12.29,15.68,-154.79,True,False,-3.54
Producer Manufacturing,Auto Parts: OEM,300926,博俊科技,28.76,28.39,29.97,30.10,33.21,27.49,27.33,26.00,25.98,25.71,25.67,7.71,6.58,6.21,7.32,-169.60,True,False,-3.67
Producer Manufacturing,Industrial Machinery,603339,四方科技,14.32,14.26,14.57,14.60,15.35,13.78,13.73,13.49,13.46,12.89,12.87,17.21,17.04,17.60,22.18,-160.06,True,False,-4.10
Consumer Non-Durables,Food: Major Diversified,605089,味知香,75.60,75.40,77.16,77.32,82.32,74.23,74.07,65.97,65.73,62.12,62.03,8.01,7.40,7.93,8.43,-141.18,True,False,-4.32
Producer Manufacturing,Industrial Machinery,300430,诚益通,14.49,14.48,14.87,14.91,16.30,13.84,13.77,13.49,13.47,11.79,11.76,12.57,11.08,11.76,12.53,-131.39,True,False,-4.79
Electronic Technology,Electronic Equipment/Instruments,603416,信捷电气,48.99,47.66,49.80,49.89,53.37,48.96,48.89,47.46,47.36,43.19,43.10,15.93,10.84,9.34,9.72,-127.16,True,False,-5.37
Producer Manufacturing,Electrical Products,603728,鸣志电器,43.13,41.82,44.00,44.10,47.92,42.27,42.06,36.58,36.46,33.25,33.10,13.99,12.89,10.83,14.38,-106.80,True,False,-5.48
Health Technology,Biotechnology,688526,科前生物,28.22,27.80,28.78,28.84,31.43,26.90,26.77,25.83,25.78,24.98,24.95,11.40,8.18,8.30,8.73,-108.37,True,False,-5.71
Consumer Non-Durables,Food: Specialty/Candy,603755,日辰股份,43.49,42.67,44.45,44.55,49.34,42.52,42.45,40.26,40.19,37.53,37.47,11.11,9.07,7.46,9.36,-129.80,True,False,-6.11
Health Technology,Pharmaceuticals: Major,603566,普莱柯,29.79,29.36,30.14,30.18,32.05,29.77,29.72,28.93,28.91,28.48,28.45,14.48,11.62,10.55,11.13,-97.52,True,False,-6.44
Consumer Non-Durables,Food: Specialty/Candy,605338,巴比食品,32.52,32.22,32.80,32.83,34.89,31.86,31.83,30.00,29.94,28.93,28.91,12.93,10.35,8.94,12.77,-124.58,True,False,-8.52
Electronic Technology,Computer Processing Hardware,000977,浪潮信息,34.03,31.74,34.97,35.06,42.54,29.24,28.98,25.75,25.62,24.80,24.76,10.02,9.83,8.74,10.22,-121.04,True,False,-9.10
Producer Manufacturing,Electrical Products,605259,绿田机械,39.25,38.06,39.64,39.68,42.87,38.18,38.01,35.93,35.89,33.01,32.95,17.79,14.68,13.12,13.69,-91.97,True,False,-9.21
Consumer Durables,Electronics/Appliances,300847,中船汉光,19.10,18.10,19.32,19.34,21.17,18.65,18.58,16.94,16.86,14.72,14.68,18.58,17.41,15.36,22.33,-88.47,True,False,-9.42
Process Industries,Chemicals: Specialty,002568,百润股份,40.53,39.25,40.72,40.74,43.70,39.38,39.33,37.26,37.15,31.63,31.54,13.64,10.74,8.83,11.43,-128.89,True,False,-16.37
Technology Services,Information Technology Services,300033,同花顺,119.65,116.05,119.98,120.02,128.17,116.13,115.68,104.75,104.36,95.58,95.39,17.00,13.11,10.23,13.29,-69.69,True,False,-25.74
