Electronic Technology,Electronic Production Equipment,002273,水晶光电,17.01,16.35,16.99,16.99,18.60,16.00,15.94,15.12,15.09,13.72,13.69,13.12,8.42,6.57,8.78,-46.28,True,False,76.12
Commercial Services,Miscellaneous Commercial Services,688596,正帆科技,27.08,26.45,27.04,27.03,29.71,24.58,24.42,23.54,23.48,20.04,19.97,19.94,15.25,11.72,18.04,-73.23,True,False,58.58
Electronic Technology,Electronic Components,002938,鹏鼎控股,38.65,36.63,38.59,38.58,41.76,36.49,36.34,35.77,35.74,35.16,35.17,17.46,11.77,7.64,13.64,-46.24,True,False,48.39
Consumer Durables,Electronics/Appliances,300911,亿田智能,70.78,67.38,69.88,69.78,76.40,67.66,67.52,63.01,62.98,59.80,59.68,17.98,14.04,8.13,17.19,0.32,True,False,6.21
Electronic Technology,Electronic Components,300691,联合光电,24.33,22.69,22.74,22.57,27.00,19.87,19.74,18.56,18.49,16.19,16.12,18.40,13.74,9.02,15.69,31.09,True,False,1.68
Retail Trade,Specialty Stores,300755,华致酒行,46.91,43.73,44.51,44.26,48.76,41.59,41.24,36.92,36.83,35.18,35.06,17.29,11.48,7.60,10.62,79.94,True,False,0.77
Process Industries,Chemicals: Specialty,603212,赛伍技术,33.55,33.76,34.89,35.03,38.76,32.99,33.01,32.19,32.17,30.34,30.32,12.21,9.83,6.41,12.97,-122.70,True,False,-3.89
Producer Manufacturing,Industrial Machinery,688028,沃尔德,49.06,48.74,51.41,51.66,58.44,48.55,48.62,43.71,43.57,38.15,38.07,8.22,7.01,7.71,8.40,-125.73,True,False,-3.99
Producer Manufacturing,Electrical Products,300870,欧陆通,75.40,73.09,78.34,78.65,88.12,73.69,73.61,66.82,66.64,61.30,61.20,10.82,9.42,6.41,14.44,-131.57,True,False,-4.33
Technology Services,Packaged Software,300925,法本信息,29.94,29.83,31.37,31.52,36.14,29.35,29.26,27.48,27.45,25.39,25.36,9.39,5.91,5.47,10.18,-116.21,True,False,-4.33
Producer Manufacturing,Electrical Products,603507,振江股份,43.31,42.79,45.67,45.92,53.72,42.11,42.10,35.32,35.10,28.06,27.94,9.85,9.48,9.77,10.15,-103.89,True,False,-4.42
Producer Manufacturing,Electrical Products,300913,兆龙互连,30.05,30.00,31.23,31.35,35.68,29.43,29.35,27.52,27.48,26.87,26.85,14.34,10.19,10.65,11.30,-111.13,True,False,-4.77
Producer Manufacturing,Electrical Products,300447,全信股份,21.63,20.80,22.35,22.43,25.10,20.88,20.83,20.57,20.54,16.92,16.87,12.63,8.52,7.51,8.25,-111.71,True,False,-4.79
Producer Manufacturing,Electrical Products,300932,三友联众,36.52,34.85,38.48,38.69,46.04,36.42,36.42,35.33,35.29,35.10,35.10,12.80,8.82,7.81,7.85,-124.31,True,False,-4.85
Producer Manufacturing,Metal Fabrication,688678,福立旺,26.50,26.56,28.30,28.48,35.24,25.29,25.24,24.07,24.04,22.24,22.19,4.26,3.61,4.23,7.47,-112.78,True,False,-4.87
Producer Manufacturing,Electrical Products,300777,中简科技,60.50,59.54,62.14,62.31,69.71,57.93,57.75,54.25,54.10,48.42,48.36,15.77,15.42,14.92,15.58,-74.77,True,False,-5.62
Electronic Technology,Electronic Components,688668,鼎通科技,57.58,54.84,60.70,61.03,75.35,52.87,52.50,50.16,50.07,39.64,39.48,13.72,8.39,7.02,8.49,-97.68,True,False,-5.70
Producer Manufacturing,Electrical Products,002576,通达动力,18.13,18.03,18.66,18.71,21.16,17.14,17.12,15.12,15.06,13.07,13.03,16.85,13.29,14.60,15.98,-88.57,True,False,-5.76
Producer Manufacturing,Metal Fabrication,300260,新莱应材,41.19,39.37,42.52,42.66,48.86,40.24,40.10,34.68,34.51,25.24,25.10,11.89,7.30,5.58,6.53,-86.79,True,False,-5.78
Non-Energy Minerals,Aluminum,603115,海星股份,26.60,25.52,27.44,27.53,32.13,24.26,24.19,22.06,21.94,18.30,18.24,10.58,7.12,5.48,6.37,-100.56,True,False,-6.57
Process Industries,Textiles,603055,台华新材,17.43,17.18,17.80,17.84,20.29,17.23,17.23,14.24,14.14,10.20,10.14,18.44,15.72,13.66,15.76,-69.10,True,False,-7.73
Producer Manufacturing,Auto Parts: OEM,002472,双环传动,28.59,27.15,28.95,28.99,32.56,26.67,26.52,23.84,23.75,17.63,17.54,11.97,10.04,5.02,15.68,-63.08,True,False,-10.93
Producer Manufacturing,Electrical Products,600522,中天科技,16.40,16.00,16.56,16.57,19.43,13.33,13.19,10.96,10.90,10.75,10.71,13.57,7.22,5.26,8.96,-93.33,True,False,-19.50
Technology Services,Information Technology Services,002268,卫 士 通,54.95,52.56,55.16,55.18,63.60,50.38,50.13,42.79,42.45,30.44,30.24,17.44,13.45,10.40,13.82,-61.93,True,False,-41.96
