Electronic Technology,Telecommunications Equipment,000810,创维数字,12.21,12.46,12.16,12.16,14.63,10.57,10.51,9.15,9.10,8.75,8.73,17.88,11.87,11.09,12.65,-34.94,True,False,50.76
Non-Energy Minerals,Steel,002443,金洲管道,8.25,7.50,8.12,8.11,9.72,7.56,7.51,6.73,6.71,6.49,6.49,18.32,10.31,7.01,8.81,-34.52,True,False,11.43
Non-Energy Minerals,Construction Materials,603616,韩建河山,8.01,7.28,7.72,7.69,9.58,6.73,6.68,6.27,6.24,5.92,5.91,13.66,10.39,5.84,13.89,-2.06,True,False,5.36
Commercial Services,Miscellaneous Commercial Services,603183,建研院,6.17,5.61,5.98,5.96,6.73,5.78,5.77,5.68,5.67,5.64,5.64,14.26,8.34,5.76,8.54,31.66,True,False,2.95
Technology Services,Information Technology Services,300674,宇信科技,22.83,23.44,24.00,24.12,27.04,22.32,22.27,20.55,20.51,19.48,19.47,10.08,9.95,12.18,13.10,-146.63,True,False,-3.61
Health Technology,Pharmaceuticals: Major,600085,同仁堂,42.93,41.91,45.36,45.61,53.50,42.26,42.07,37.61,37.51,36.14,36.07,5.33,4.31,3.73,5.66,-131.35,True,False,-4.36
Health Technology,Pharmaceuticals: Other,600566,济川药业,24.16,23.82,25.63,25.78,31.06,23.59,23.48,20.50,20.43,19.00,18.97,5.37,4.65,4.48,5.35,-109.49,True,False,-4.71
Non-Energy Minerals,Construction Materials,600668,尖峰集团,17.50,17.43,17.90,17.94,21.71,15.53,15.44,13.91,13.86,13.00,12.98,18.12,16.90,15.80,18.81,-43.67,True,False,-10.66
Producer Manufacturing,Metal Fabrication,002921,联诚精密,18.14,17.73,18.22,18.23,20.41,17.40,17.35,16.42,16.40,16.04,16.03,17.66,10.96,10.89,11.34,-52.44,True,False,-27.78
Process Industries,Agricultural Commodities/Milling,600195,中牧股份,12.49,12.09,12.51,12.51,13.71,12.19,12.17,11.58,11.55,11.36,11.36,16.59,12.29,9.45,13.68,-42.15,True,False,-61.30
