Consumer Services,Publishing: Books/Magazines,600373,中文传媒,10.93,10.37,10.79,10.78,11.62,10.51,10.50,10.41,10.41,10.37,10.38,19.30,11.17,5.06,12.73,-15.49,True,False,5.00
Process Industries,Chemicals: Specialty,605399,晨光新材,35.31,36.30,37.92,38.20,44.40,33.93,33.71,26.80,26.63,22.12,22.05,12.23,12.02,11.06,13.59,-132.54,True,False,-3.48
Non-Energy Minerals,Aluminum,601702,华峰铝业,10.73,10.89,11.99,12.12,15.30,10.25,10.18,8.78,8.76,8.21,8.20,4.16,3.61,3.23,5.99,-144.20,True,False,-3.63
Process Industries,Chemicals: Specialty,600367,红星发展,17.21,17.96,18.95,19.14,24.53,16.50,16.37,12.94,12.84,10.15,10.11,10.70,10.11,10.31,13.84,-88.25,True,False,-4.19
Non-Energy Minerals,Steel,000959,首钢股份,7.33,7.32,7.76,7.80,9.36,7.08,7.04,6.33,6.31,5.24,5.22,5.88,5.83,6.12,8.61,-74.82,True,False,-4.77
Electronic Technology,Computer Processing Hardware,002312,川发龙蟒,14.60,14.23,15.69,15.81,20.01,14.30,14.22,11.17,11.09,9.04,9.00,13.95,9.69,7.05,12.91,-76.83,True,False,-4.95
Non-Energy Minerals,Other Metals/Minerals,688519,南亚新材,45.71,45.20,46.60,46.70,50.33,44.88,44.74,39.84,39.67,34.71,34.67,15.63,10.00,7.96,9.11,-82.06,True,False,-5.17
Non-Energy Minerals,Construction Materials,002809,红墙股份,11.12,11.04,11.30,11.32,12.35,10.93,10.91,10.46,10.45,10.36,10.36,17.00,10.60,10.21,11.59,-54.56,True,False,-6.97
Non-Energy Minerals,Forest Products,002240,盛新锂能,59.37,59.64,61.66,61.90,76.40,53.78,53.58,43.10,42.75,33.18,32.98,16.74,14.48,12.30,21.06,-74.93,True,False,-7.44
Consumer Services,Publishing: Books/Magazines,600551,时代出版,7.71,7.59,7.78,7.79,8.30,7.61,7.61,7.56,7.56,7.35,7.35,10.53,7.98,6.22,10.98,-72.77,True,False,-7.96
Finance,Investment Banks/Brokers,000166,申万宏源,5.51,5.50,5.62,5.63,6.60,5.03,5.01,4.83,4.82,4.82,4.82,9.11,8.97,7.42,12.76,-71.87,True,False,-10.23
Health Technology,Medical Specialties,002105,信隆健康,8.64,8.32,8.73,8.74,9.60,8.50,8.49,8.24,8.25,8.02,8.02,16.56,11.11,10.55,15.79,-54.97,True,False,-10.24
Process Industries,Containers/Packaging,600210,紫江企业,9.23,8.85,9.45,9.47,11.44,8.87,8.83,6.99,6.95,5.81,5.79,18.78,15.68,12.75,20.84,-30.10,True,False,-10.25
Industrial Services,Engineering & Construction,000065,北方国际,8.31,8.15,8.41,8.42,9.35,7.99,7.97,7.94,7.93,7.75,7.75,10.42,9.85,10.04,12.00,-65.13,True,False,-10.30
Transportation,Air Freight/Couriers,603329,上海雅仕,13.05,12.80,13.15,13.16,14.24,12.58,12.56,12.55,12.54,12.45,12.46,17.32,10.39,8.01,11.61,-64.59,True,False,-11.77
Electronic Technology,Electronic Equipment/Instruments,688550,瑞联新材,94.29,92.15,95.87,96.04,116.87,93.82,93.76,91.48,91.33,87.65,87.68,5.67,4.45,3.57,5.50,-44.19,True,False,-14.29
Process Industries,Containers/Packaging,002585,双星新材,25.84,24.96,26.08,26.11,29.64,24.62,24.51,21.06,20.94,15.86,15.79,19.92,14.56,11.84,12.16,-55.08,True,False,-15.73
Consumer Durables,Home Furnishings,002790,瑞尔特,5.89,5.71,5.91,5.91,6.27,5.85,5.84,5.68,5.67,5.58,5.59,16.89,9.03,6.29,11.64,-37.28,True,False,-19.89
Health Technology,Pharmaceuticals: Other,300255,常山药业,7.42,7.14,7.42,7.42,7.98,7.28,7.26,7.11,7.11,6.74,6.73,14.06,13.32,7.95,24.45,-14.69,True,False,-135.82
