Consumer Non-Durables,Apparel/Footwear,002154,报 喜 鸟,5.05,5.02,5.04,5.04,5.46,4.76,4.74,4.29,4.28,4.11,4.10,19.39,18.56,12.06,23.40,-30.38,True,False,36.63
Electronic Technology,Semiconductors,300502,新易盛,31.36,29.56,30.87,30.82,33.22,28.80,28.65,27.09,27.00,25.89,25.85,12.58,10.75,4.89,12.78,-41.00,True,False,3.77
Commercial Services,Miscellaneous Commercial Services,688787,海天瑞声,199.49,166.24,183.84,182.20,226.71,145.63,142.82,104.45,103.04,82.21,81.42,17.22,8.86,2.76,5.91,-22.76,True,False,1.74
Electronic Technology,Telecommunications Equipment,688030,山石网科,25.30,23.58,24.59,24.52,26.41,23.36,23.23,22.30,22.25,21.40,21.36,19.67,13.49,6.32,12.43,-16.05,True,False,1.57
Consumer Non-Durables,Food: Specialty/Candy,603697,有友食品,13.70,13.60,14.23,14.28,15.96,13.43,13.40,12.40,12.37,11.95,11.94,6.71,6.15,4.38,5.60,-116.79,True,False,-4.29
Electronic Technology,Computer Communications,300951,博硕科技,55.38,54.58,56.32,56.42,60.08,54.79,54.64,52.93,52.87,49.83,49.78,13.85,12.76,9.48,12.84,-109.89,True,False,-5.02
Producer Manufacturing,Trucks/Construction/Farm Machinery,605100,华丰股份,14.35,14.13,14.72,14.76,16.27,14.33,14.30,14.09,14.08,14.03,14.03,13.76,11.89,9.51,11.54,-84.48,True,False,-5.13
Process Industries,Textiles,601339,百隆东方,6.47,6.44,6.57,6.58,6.97,6.23,6.22,5.89,5.88,5.72,5.71,19.44,17.96,15.56,16.05,-96.27,True,False,-5.21
Consumer Non-Durables,Food: Specialty/Candy,300908,仲景食品,40.00,39.55,40.80,40.88,44.33,38.88,38.81,37.31,37.26,36.59,36.57,8.90,8.01,6.46,7.23,-135.90,True,False,-5.41
Consumer Non-Durables,Apparel/Footwear,603587,地素时尚,16.16,16.00,16.40,16.42,17.50,16.04,16.02,15.37,15.35,15.08,15.07,8.51,8.43,4.60,9.10,-110.58,True,False,-5.63
Electronic Technology,Electronic Components,605258,协和电子,25.03,24.66,25.53,25.59,27.96,24.85,24.85,24.02,23.98,23.83,23.81,18.60,18.29,16.15,18.74,-86.00,True,False,-5.81
Producer Manufacturing,Industrial Machinery,300430,诚益通,14.30,13.84,14.60,14.63,16.48,14.02,13.97,13.52,13.51,11.88,11.85,12.42,9.55,6.79,9.25,-89.06,True,False,-7.27
Electronic Technology,Electronic Equipment/Instruments,603556,海兴电力,21.34,20.79,21.74,21.78,24.22,20.49,20.42,19.56,19.52,17.79,17.76,9.01,6.30,3.31,5.02,-103.04,True,False,-7.28
Process Industries,Textiles,600987,航民股份,8.26,8.21,8.38,8.39,9.15,8.01,7.99,7.70,7.69,6.80,6.78,14.42,11.83,9.38,11.61,-101.19,True,False,-7.33
Finance,Financial Conglomerates,000567,海德股份,17.82,17.65,17.92,17.93,18.92,17.29,17.20,15.83,15.80,15.47,15.45,18.17,16.75,13.48,18.74,-71.87,True,False,-10.93
Electronic Technology,Telecommunications Equipment,002194,武汉凡谷,10.58,10.13,10.61,10.62,11.20,10.30,10.27,10.08,10.06,10.02,10.01,16.19,15.89,10.74,19.37,-86.67,True,False,-18.84
