Industrial Services,Oilfield Services/Equipment,603689,皖天然气,11.52,11.52,11.50,11.50,12.10,11.06,11.04,10.95,10.95,10.66,10.65,18.16,13.52,10.57,14.85,-38.10,True,False,36.76
Non-Energy Minerals,Steel,002318,久立特材,9.89,9.93,10.22,10.26,11.26,9.75,9.72,9.27,9.25,8.47,8.46,11.18,10.05,8.66,10.68,-115.16,True,False,-4.12
Producer Manufacturing,Industrial Machinery,688139,海尔生物,72.27,72.55,74.69,74.94,85.08,70.86,70.65,69.78,69.63,54.62,54.44,12.76,12.15,10.47,11.63,-105.10,True,False,-5.31
Consumer Durables,Automotive Aftermarket,000589,贵州轮胎,6.66,6.59,6.74,6.75,7.18,6.54,6.52,5.93,5.91,4.99,4.98,12.78,10.21,7.41,10.12,-80.50,True,False,-6.63
Process Industries,Textiles,002327,富安娜,8.11,8.08,8.18,8.19,8.64,8.10,8.09,7.88,7.87,7.49,7.48,18.70,15.02,11.80,13.21,-63.55,True,False,-7.32
Consumer Durables,Electronics/Appliances,600690,海尔智家,27.43,27.71,27.71,27.74,30.00,25.40,25.30,23.00,22.91,19.65,19.61,17.63,16.56,13.42,15.72,-110.28,True,False,-9.18
Producer Manufacturing,Industrial Machinery,603277,银都股份,14.23,14.25,14.42,14.44,16.57,12.94,12.91,12.06,12.03,10.94,10.92,8.65,8.24,6.27,11.97,-84.26,True,False,-12.58
Process Industries,Chemicals: Specialty,603067,振华股份,7.20,7.17,7.21,7.21,7.60,7.07,7.06,7.03,7.02,6.38,6.38,17.24,13.90,12.73,15.43,-23.34,True,False,-41.05
Non-Energy Minerals,Steel,002318,久立特材,9.83,9.93,10.22,10.26,11.26,9.75,9.72,9.27,9.25,8.47,8.46,9.92,9.63,8.66,10.68,-125.15,True,False,-3.72
Consumer Durables,Automotive Aftermarket,601163,三角轮胎,17.24,17.44,17.51,17.54,18.41,16.61,16.56,15.81,15.79,14.65,14.63,17.28,16.52,14.66,18.96,-102.30,True,False,-4.31
Consumer Durables,Automotive Aftermarket,000589,贵州轮胎,6.62,6.59,6.73,6.75,7.18,6.54,6.52,5.93,5.91,4.99,4.98,10.82,9.56,7.41,10.12,-95.99,True,False,-4.91
Process Industries,Chemicals: Specialty,603067,振华股份,7.13,7.17,7.20,7.21,7.60,7.07,7.06,7.03,7.02,6.38,6.38,14.56,13.01,12.73,15.43,-53.63,True,False,-6.41
Consumer Durables,Electronics/Appliances,600690,海尔智家,27.30,27.71,27.70,27.74,30.01,25.40,25.30,23.00,22.91,19.65,19.61,16.44,16.17,13.42,15.72,-122.75,True,False,-6.82
Producer Manufacturing,Industrial Machinery,688139,海尔生物,73.13,72.55,74.77,74.94,85.02,70.88,70.65,69.79,69.63,54.63,54.44,14.23,12.64,10.47,11.63,-89.79,True,False,-7.26
Process Industries,Textiles,002327,富安娜,8.12,8.08,8.18,8.19,8.64,8.10,8.09,7.88,7.87,7.49,7.48,19.11,15.16,11.80,13.21,-59.87,True,False,-8.21
Producer Manufacturing,Industrial Machinery,688139,海尔生物,75.23,72.55,74.97,74.94,84.94,70.92,70.65,69.81,69.63,54.64,54.44,17.84,13.85,10.47,11.63,-50.11,True,False,36.91
Producer Manufacturing,Industrial Machinery,002158,汉钟精机,14.15,14.18,14.67,14.72,15.91,13.86,13.82,13.80,13.80,13.13,13.10,9.37,9.22,6.88,15.16,-129.99,True,False,-3.39
Non-Energy Minerals,Steel,002318,久立特材,9.85,9.93,10.22,10.26,11.26,9.75,9.72,9.27,9.25,8.47,8.46,10.34,9.77,8.66,10.68,-121.84,True,False,-3.84
Consumer Durables,Automotive Aftermarket,000589,贵州轮胎,6.59,6.59,6.73,6.75,7.18,6.54,6.52,5.93,5.91,4.99,4.98,9.35,9.07,7.41,10.12,-107.32,True,False,-4.19
Consumer Durables,Automotive Aftermarket,601163,三角轮胎,17.23,17.44,17.51,17.54,18.41,16.61,16.56,15.81,15.79,14.65,14.63,17.10,16.46,14.66,18.96,-104.26,True,False,-4.21
Process Industries,Chemicals: Specialty,603067,振华股份,7.10,7.17,7.20,7.21,7.60,7.07,7.06,7.03,7.02,6.38,6.38,13.41,12.63,12.73,15.43,-66.25,True,False,-4.98
Consumer Durables,Electronics/Appliances,600690,海尔智家,27.31,27.71,27.70,27.74,30.01,25.40,25.30,23.00,22.91,19.65,19.61,16.53,16.20,13.42,15.72,-121.80,True,False,-6.95
Distribution Services,Wholesale Distributors,002441,众业达,8.74,8.70,8.87,8.89,9.26,8.72,8.72,8.69,8.69,8.40,8.39,14.86,14.59,11.63,16.55,-67.69,True,False,-3.96
